CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;CLIENTE_PRIME_un;cluster
T09869;LOGISTICA;Faixa 07 - De 75 M ate 150 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;3919.0;209825954.0;24.0;;1
T13724;VAREJO;Faixa 02 - De 7,5 M ate 15 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sul;0.0;4.763.409.091;167238484.0;150.0;;3
T13941;LOGISTICA;Faixa 04 - De 25 M ate 35 M;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;3.702.689.655;238623208.0;70.0;;1
T15970;MANUFATURA;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Norte;0.0;5.179.631.579;126938215.0;57.0;;3
T16544;LOGISTICA;Faixa 03 - De 15 M ate 25 M;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Norte;0.0;3.330.583.333;422172316.0;89.0;;1
T16528;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;Sul;0.0;3.583.294.118;358334942.0;198.0;;1
T25037;SERVICOS;Faixa 09 - De 300 M ate 500 M;FLUIG - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;5.970.111.111;828223463.0;6.0;;3
T25567;VAREJO;Faixa 08 - De 150 M ate 300 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;6.292.257.813;2812252060.0;146.0;;3
T20520;CONSTRUCAO E PROJETOS;Faixa 05 - De 35 M ate 50 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;3.713.421.053;192238529.0;53.0;;1
T31812;SERVICOS;Faixa 07 - De 75 M ate 150 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;2.709.234.375;1096746150.0;287.0;;1
T27027;EDUCACIONAL;Faixa 01 - De 4,5 M ate 7,5 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Norte;0.0;26.460.625;845520215.0;344.0;;1
T33437;CONSTRUCAO E PROJETOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;5.120.967.742;1689301866.0;2.0;;3
T42299;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;2.629.179.487;629636335.0;337.0;;1
T44144;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;FLUIG - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;332.226.087;401658595.0;28.0;;1
T31926;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;8.015.517.241;964185768.0;40.0;;3
T37506;SERVICOS;Faixa 06 - De 50 M ate 75 M;RH - CORE;MODALIDADE TRADICIONAL;Norte;0.0;3894.5;70972996.0;109.0;;1
T43130;LOGISTICA;Faixa 07 - De 75 M ate 150 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;3.500.157.895;518735139.0;163.0;;1
T45609;LOGISTICA;Faixa 07 - De 75 M ate 150 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;67.448.125;810084215.0;59.0;;3
T56440;SAUDE;Faixa 04 - De 25 M ate 35 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;4.953.820.513;812111837.0;4.0;;3
T54313;MANUFATURA;Faixa 05 - De 35 M ate 50 M;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sul;0.0;4.201.238.095;338403025.0;59.0;;1
T61949;MANUFATURA;Faixa 06 - De 50 M ate 75 M;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;5.312.491.525;664351419.0;2.0;;3
T62391;MANUFATURA;Faixa 07 - De 75 M ate 150 M;LEGAL SERVICE;MODALIDADE TRADICIONAL;Nordeste;0.0;4.898.035.714;323076301.0;105.0;;3
T56194;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;4.236.857.143;80001345.0;24.0;;1
T74015;SERVICOS;Faixa 00 - Ate 4,5 M;PROGRESS;MODALIDADE TRADICIONAL;Nordeste;0.0;5.131.157.895;362884254.0;89.0;;3
T50762;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;4483.0;543402914.0;43.0;;1
T75857;MANUFATURA;Faixa 06 - De 50 M ate 75 M;RH - CORE;MODALIDADE TRADICIONAL;Sul;0.0;3.872.377.778;788502923.0;94.0;;1
T76115;EDUCACIONAL;Faixa 07 - De 75 M ate 150 M;PROGRESS;MODALIDADE TRADICIONAL;Nordeste;0.0;3.296.076.923;516963949.0;3.0;;1
T76663;MANUFATURA;Faixa 03 - De 15 M ate 25 M;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sul;0.0;2.286.008.403;466916143.0;267.0;;1
T79264;VAREJO;Faixa 03 - De 15 M ate 25 M;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Sul;0.0;3.416.409.091;354110881.0;32.0;;1
T79638;MANUFATURA;Faixa 07 - De 75 M ate 150 M;OTIMIZACAO LOGISTICA;MODALIDADE TRADICIONAL;Sul;0.0;3843.0;6697034993.0;93.0;;0
T60892;SERVICOS;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4120.75;515403811.0;1.0;;1
T84331;CONSTRUCAO E PROJETOS;Faixa 04 - De 25 M ate 35 M;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Sul;0.0;35.933.125;292290778.0;459.0;;0
T84495;CONSTRUCAO E PROJETOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - INTERA;MODALIDADE TRADICIONAL;Sul;0.0;4.267.875;285516961.0;9.0;;1
T76838;AGROINDUSTRIA;Faixa 07 - De 75 M ate 150 M;AGROINDUSTRIA - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;2796.0;1375521209.0;68.0;;1
TAA687;MANUFATURA;Faixa 05 - De 35 M ate 50 M;PROGRESS;MODALIDADE TRADICIONAL;Sul;0.0;4.756.472.222;426308799.0;86.0;;3
TAAK07;SERVICOS;Faixa 04 - De 25 M ate 35 M;FINANCIAL SERVICES (DIMENSA) - CORE;MODALIDADE TRADICIONAL;Sul;0.0;3557.0;207867234.0;60.0;;1
TA8688;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4.467.263.158;7299397.0;18.0;;1
TEXFEW;MANUFATURA;Faixa 00 - Ate 4,5 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;4.817.384.615;95240161.0;5.0;;3
TEXFJG;MANUFATURA;Faixa 07 - De 75 M ate 150 M;MANUFATURA - CORPORATIVO;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;3.506.727.273;1725735857.0;137.0;;1
TEXFJR;DISTRIBUICAO;Faixa 04 - De 25 M ate 35 M;EDUCACIONAL - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;4.694.295.082;79670635.0;11.0;;1
TEXKSC;AGROINDUSTRIA;Faixa 09 - De 300 M ate 500 M;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4.577.577.778;266095925.0;96.0;;1
TEXKG9;MANUFATURA;Faixa 04 - De 25 M ate 35 M;RH - PARCEIRO;MODALIDADE TRADICIONAL;Nordeste;0.0;2.803.428.571;247478800.0;670.0;;0
TEYJBY;MANUFATURA;Faixa 08 - De 150 M ate 300 M;PROGRESS;MODALIDADE TRADICIONAL;Sul;0.0;4.503.692.308;98941675.0;4.0;;1
TEYSS9;SERVICOS;Faixa 00 - Ate 4,5 M;SERVICOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4.322.571.429;97650902.0;8.0;;1
TEYVZH;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;PRIME;MODALIDADE TRADICIONAL;Nordeste;0.0;2.817.208.333;240039499.0;96.0;;1
TEZGU0;MANUFATURA;Faixa 06 - De 50 M ate 75 M;PROGRESS;MODALIDADE TRADICIONAL;Sul;0.0;3.599.682.171;659314744.0;181.0;;1
TEZFKC;SERVICOS;Faixa 03 - De 15 M ate 25 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;4.177.821.429;29254795.0;28.0;;1
TEZKBO;AGROINDUSTRIA;Faixa 11 - Acima de 850 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;2.538.906.667;6061168079.0;634.0;;0
TEZIDX;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;3.975.333.333;212239870.0;17.0;;1
TEZIWA;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;2753.6;178198758.0;74.0;;1
TEZJDY;EDUCACIONAL;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;3.305.875;45816715.0;30.0;;1
TEZLTQ;EDUCACIONAL;Faixa 03 - De 15 M ate 25 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Norte;0.0;2817.75;954675268.0;15.0;;1
TEZLTS;EDUCACIONAL;Faixa 04 - De 25 M ate 35 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;0.0;1.989.866.667;676809564.0;52.0;;1
TEZNZY;MANUFATURA;Faixa 00 - Ate 4,5 M;CROSS - INTERA;MODALIDADE TRADICIONAL;Norte;0.0;3173.65;1108184795.0;12.0;;1
TEZGEO;SERVICOS;Faixa 09 - De 300 M ate 500 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;4169.0;398476300.0;7.0;;1
TFBLTE;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;0.0;4.763.139.535;74248436.0;34.0;;3
TFBMMJ;DISTRIBUICAO;Faixa 05 - De 35 M ate 50 M;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;0.0;1.566.299.517;462804588.0;514.0;;0
TEZEJW;VAREJO;Faixa 02 - De 7,5 M ate 15 M;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;3978.0;598932613.0;13.0;;1
TEZEJX;VAREJO;Faixa 02 - De 7,5 M ate 15 M;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;0.0;3978.0;598932613.0;50.0;;1
TFBR10;MANUFATURA;Faixa 11 - Acima de 850 M;FINANCIAL SERVICES (DIMENSA) - CORE;MODALIDADE TRADICIONAL;Sul;0.0;2.279.874.016;3398546567.0;495.0;;0
TEZIC7;VAREJO;Faixa 03 - De 15 M ate 25 M;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;0.0;3.717.058.824;33172546.0;50.0;;1
TEZNCC;SERVICOS;Faixa 00 - Ate 4,5 M;PROGRESS;MODALIDADE TRADICIONAL;Sul;0.0;3.281.181.818;126061245.0;149.0;;1
TFCEPO;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sul;0.0;1.961.166.667;675399231.0;110.0;;1
TFC830;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sul;0.0;5.452.285.714;218648927.0;2.0;;3
T25719;SERVICOS;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.472.416.667;633601569.0;225.0;;1
T39299;MANUFATURA;Faixa 05 - De 35 M ate 50 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.849.342.857;482992733.0;57.0;;1
T43789;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3396.6;176397710.0;6.0;;1
TA2836;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.162.583.333;91572879.0;62.0;;1
TA3188;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.649.235.294;195986611.0;151.0;;1
TA3789;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;5.246.384.615;142380711.0;3.0;;3
TA3626;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;3.953.644.444;64159619.0;1.0;;1
TA3873;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;5.202.909.091;48335952.0;3.0;;3
TA2900;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;7.394.681.818;955444177.0;9.0;;3
TB2409;VAREJO;Faixa 04 - De 25 M ate 35 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;6.015.769.231;475972205.0;347.0;;1
TA2973;HOSPITALITY;Faixa 01 - De 4,5 M ate 7,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;6.469.027.397;131059780.0;32.0;;3
TA2904;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;80.351.875;93189008.0;3.0;;3
TB4591;VAREJO;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2110.0;39157735.0;7.0;;1
TDC31X;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.247.333.333;467973159.0;11.0;;1
TDC41P;SERVICOS;Faixa 03 - De 15 M ate 25 M;INTELIGENCIA DE MERCADO (TAIL);MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.542.454.545;405637203.0;65.0;;1
TEXHXC;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1636.2;141422686.0;10.0;;1
TEZAWV;DISTRIBUICAO;Faixa 03 - De 15 M ate 25 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1774.0;799541415.0;69.0;;1
TFBXPF;HOSPITALITY;Faixa 03 - De 15 M ate 25 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2.246.814.815;114940644.0;6.0;;1
TFBYCB;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;2.888.291.667;108134621.0;143.0;;1
TEZOF5;HOSPITALITY;Faixa 07 - De 75 M ate 150 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;4.710.298.851;286777636.0;354.0;;3
TFBYIB;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.482.142.857;501427842.0;203.0;;1
TFBLB4;SERVICOS;Faixa 00 - Ate 4,5 M;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2.310.857.143;1057605769.0;12.0;;1
TFC868;SERVICOS;Faixa 00 - Ate 4,5 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;6.169.333.333;1208856642.0;91.0;;1
TFBYJP;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2.096.705.882;134903826.0;3.0;;1
TFBXX2;HOSPITALITY;Faixa 04 - De 25 M ate 35 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;25.534.375;125865800.0;129.0;;1
TFCDJL;HOSPITALITY;Faixa 01 - De 4,5 M ate 7,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1560.9;193433490.0;1.0;;1
TFCEGZ;VAREJO;Faixa 00 - Ate 4,5 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1264.5;343137661.0;97.0;;1
TFBX16;VAREJO;Faixa 00 - Ate 4,5 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2674.0;73303630.0;43.0;;1
TFCKA4;AGROINDUSTRIA;Faixa 11 - Acima de 850 M;MANUFATURA - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.429.793.103;1591777091.0;507.0;;0
TFCCR7;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1.197.864.865;30242167.0;1.0;;1
TFCHHG;VAREJO;Faixa 00 - Ate 4,5 M;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;2275.0;179884714.0;13.0;;1
TFCWOD;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;5.885.833.333;1286424531.0;292.0;;1
TFBLNS;CONSTRUCAO E PROJETOS;Faixa 05 - De 35 M ate 50 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;2261.0;501566587.0;5.0;;1
TFCPX2;MANUFATURA;Faixa 04 - De 25 M ate 35 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.731.705.882;804104904.0;228.0;;1
TFBYGE;HOSPITALITY;Faixa 00 - Ate 4,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.134.041.667;149963101.0;174.0;;1
TFCKOR;EDUCACIONAL;Faixa 01 - De 4,5 M ate 7,5 M;EDUCACIONAL - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1.644.058.824;359706552.0;74.0;;1
TFCQXJ;VAREJO;Faixa 01 - De 4,5 M ate 7,5 M;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1841.0;523153557.0;1.0;;1
TFCRG6;MANUFATURA;Faixa 05 - De 35 M ate 50 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.207.875;1134085564.0;84.0;;1
TFDDNV;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;8.424.166.667;1475764449.0;199.0;;1
TFDCGT;SERVICOS;Faixa 11 - Acima de 850 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.150.791.667;1348626444.0;389.0;;1
TFDEHN;AGROINDUSTRIA;Faixa 10 - De 500 M ate 850 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.102.692.308;1472113998.0;90.0;;1
TFBXJK;HOSPITALITY;Faixa 07 - De 75 M ate 150 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;6.136.464.286;460861888.0;340.0;;3
TFCWM2;MANUFATURA;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;8.321.333.333;1087727038.0;99.0;;1
TFDF74;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;EDUCACIONAL - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;8.788.571.429;545070913.0;36.0;;1
TFDHQ0;CONSTRUCAO E PROJETOS;Faixa 01 - De 4,5 M ate 7,5 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;7.575.454.545;427630775.0;78.0;;1
TFCW66;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1378.0;469512359.0;58.0;;1
TFDKKV;EDUCACIONAL;Faixa 02 - De 7,5 M ate 15 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;847.25;467956446.0;345.0;;1
TFDB66;VAREJO;Faixa 07 - De 75 M ate 150 M;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;1.100.678.571;326388286.0;57.0;;1
TFDNKE;MANUFATURA;Faixa 06 - De 50 M ate 75 M;PROGRESS;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1.387.535.714;1531305492.0;736.0;;0
TFDNLJ;EDUCACIONAL;Faixa 08 - De 150 M ate 300 M;EDUCACIONAL - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;7.223.571.429;2555385728.0;1439.0;;0
TFDNT0;SERVICOS;Faixa 10 - De 500 M ate 850 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;7.802.857.143;1552816365.0;225.0;;1
TFCZD9;VAREJO;Faixa 02 - De 7,5 M ate 15 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;10.863.125;365288317.0;123.0;;1
TFDOS2;VAREJO;Faixa 08 - De 150 M ate 300 M;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;75.084.375;927399828.0;362.0;;1
TFDMWC;SAUDE;Faixa 00 - Ate 4,5 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;5.864.285.714;1830549365.0;266.0;;1
TFDPXN;SERVICOS;Faixa 01 - De 4,5 M ate 7,5 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;689.1;586462095.0;31.0;;1
TFDPRM;EDUCACIONAL;Faixa 00 - Ate 4,5 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;5.661.818.182;391765975.0;105.0;;1
TFDQKX;MANUFATURA;Faixa 08 - De 150 M ate 300 M;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;618.5;448081990.0;120.0;;1
TFDE03;SERVICOS;Faixa 08 - De 150 M ate 300 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;799.75;1869642294.0;352.0;;1
TFDDJ8;LOGISTICA;Faixa 06 - De 50 M ate 75 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.129.857.143;313716587.0;156.0;;1
TFCXJ6;DISTRIBUICAO;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;1292.75;407025338.0;33.0;;1
TFDBSF;SERVICOS;Faixa 03 - De 15 M ate 25 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;1.002.583.333;2625199089.0;188.0;;1
TFDSAL;MANUFATURA;Faixa 01 - De 4,5 M ate 7,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;4.876.071.429;464440084.0;244.0;;1
TFDTMV;MANUFATURA;Faixa 08 - De 150 M ate 300 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;4.334.285.714;1031998210.0;285.0;;1
TFDTSS;SAUDE;Faixa 02 - De 7,5 M ate 15 M;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;3.831.428.571;659804977.0;53.0;;1
TFDS74;CONSTRUCAO E PROJETOS;Faixa 07 - De 75 M ate 150 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;0.0;540.0;298191163.0;180.0;;1
TFDS80;LOGISTICA;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3.942.941.176;1214917953.0;110.0;;1
TFDH34;VAREJO;Faixa 07 - De 75 M ate 150 M;CROSS - INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;833.45;2087952699.0;95.0;;1
TFDOHG;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;7.405.714.286;836110796.0;123.0;;1
TFDGIE;EDUCACIONAL;Faixa 00 - Ate 4,5 M;CLOUD INTERA;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;925.0;854892772.0;91.0;;1
TFDSNB;MANUFATURA;Faixa 03 - De 15 M ate 25 M;GOODDATA;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;4.953.333.333;850898115.0;59.0;;1
TFDHQV;MANUFATURA;Faixa 07 - De 75 M ate 150 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;772.4;752247409.0;164.0;;1
TFDTS1;SERVICOS;Faixa 03 - De 15 M ate 25 M;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;412.625;920499730.0;134.0;;1
TFDJPV;SERVICOS;Faixa 02 - De 7,5 M ate 15 M;CROSS - TRADICIONAL;MODALIDADE ASSINATURA COMPLEMENTAR;Norte;0.0;856.0;187025990.0;4.0;;1
TFDPMB;MANUFATURA;Faixa 00 - Ate 4,5 M;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;641.25;682810271.0;110.0;;1
TFDRCT;SAUDE;Faixa 02 - De 7,5 M ate 15 M;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;0.0;3.952.222.222;729709040.0;23.0;;1
TFBXI2;HOSPITALITY;Faixa 01 - De 4,5 M ate 7,5 M;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;3042.0;56422772.0;11.0;;1
TFDS35;AGROINDUSTRIA;Faixa 04 - De 25 M ate 35 M;BUSINESS AGILITY;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;0.0;528.0;1088350415.0;14.0;;1
